Date,Service,Revenue,RoomsSold,GuestSatisfaction
2025-08-06,Events & Weddings,0.0,,
2025-08-07,Hotel Rooms,19015.56,59,8.6
2025-08-07,Spa & Wellness,4393.58,,9.1
2025-08-07,Restaurant,10293.86,,9.1
2025-08-07,Tours & Activities,5884.55,,8.9
2025-08-07,Events & Weddings,0.0,,
2025-08-08,Hotel Rooms,11121.96,35,8.7
2025-08-08,Spa & Wellness,6409.34,,9.0
2025-08-08,Restaurant,9243.93,,8.8
2025-08-08,Tours & Activities,5719.45,,9.4
2025-08-08,Events & Weddings,41348.19,,8.9
2025-08-09,Hotel Rooms,9117.13,28,8.4
2025-08-09,Spa & Wellness,8131.27,,8.5
2025-08-09,Restaurant,10011.06,,8.4
2025-08-09,Tours & Activities,3036.16,,8.6
2025-08-09,Events & Weddings,0.0,,
2025-08-10,Hotel Rooms,12813.4,40,9.3
2025-08-10,Spa & Wellness,1988.27,,9.3
2025-08-10,Restaurant,3412.42,,9.4
2025-08-10,Tours & Activities,4805.7,,9.4
2025-08-10,Events & Weddings,0.0,,
2025-08-11,Hotel Rooms,11728.67,37,9.3
2025-08-11,Spa & Wellness,7878.95,,8.6
2025-08-11,Restaurant,7812.98,,9.5
2025-08-11,Tours & Activities,3070.64,,9.5
2025-08-11,Events & Weddings,0.0,,
2025-08-12,Hotel Rooms,17657.55,55,8.2
2025-08-12,Spa & Wellness,3671.56,,9.1
2025-08-12,Restaurant,8724.64,,9.4
2025-08-12,Tours & Activities,5251.82,,9.5
2025-08-12,Events & Weddings,0.0,,
2025-08-13,Hotel Rooms,21483.78,67,9.0
2025-08-13,Spa & Wellness,6377.03,,9.3
2025-08-13,Restaurant,10160.39,,8.6
2025-08-13,Tours & Activities,2034.71,,9.2
2025-08-13,Events & Weddings,0.0,,
2025-08-14,Hotel Rooms,16936.01,53,8.7
2025-08-14,Spa & Wellness,5033.08,,9.0
2025-08-14,Restaurant,3628.42,,9.0
2025-08-14,Tours & Activities,2417.23,,8.7
2025-08-14,Events & Weddings,0.0,,
2025-08-15,Hotel Rooms,11973.82,37,8.7
2025-08-15,Spa & Wellness,2514.37,,9.5
2025-08-15,Restaurant,8767.65,,9.1
2025-08-15,Tours & Activities,4222.53,,9.0
2025-08-15,Events & Weddings,24565.14,,8.5
2025-08-16,Hotel Rooms,12644.8,40,8.3
2025-08-16,Spa & Wellness,6633.96,,8.8
2025-08-16,Restaurant,8041.69,,8.3
2025-08-16,Tours & Activities,2655.6,,8.5
2025-08-16,Events & Weddings,0.0,,
2025-08-17,Hotel Rooms,11367.69,36,9.3
2025-08-17,Spa & Wellness,5816.88,,9.6
2025-08-17,Restaurant,9059.48,,9.6
2025-08-17,Tours & Activities,1203.4,,9.1
2025-08-17,Events & Weddings,29397.33,,9.1
2025-08-18,Hotel Rooms,25325.2,79,9.2
2025-08-18,Spa & Wellness,4206.4,,9.5
2025-08-18,Restaurant,10009.25,,8.7
2025-08-18,Tours & Activities,3823.37,,8.6
2025-08-18,Events & Weddings,22473.78,,9.3
2025-08-19,Hotel Rooms,15648.75,49,8.3
2025-08-19,Spa & Wellness,8643.29,,8.5
2025-08-19,Restaurant,6633.8,,9.5
2025-08-19,Tours & Activities,1985.26,,9.5
2025-08-19,Events & Weddings,0.0,,
2025-08-20,Hotel Rooms,8484.14,27,9.1
2025-08-20,Spa & Wellness,7684.98,,9.4
2025-08-20,Restaurant,5931.56,,8.3
2025-08-20,Tours & Activities,3811.13,,9.2
2025-08-20,Events & Weddings,30350.27,,9.5
2025-08-21,Hotel Rooms,21328.89,67,8.4
2025-08-21,Spa & Wellness,5269.15,,8.7
2025-08-21,Restaurant,3295.29,,8.3
2025-08-21,Tours & Activities,5075.48,,9.0
2025-08-21,Events & Weddings,0.0,,
2025-08-22,Hotel Rooms,14308.11,45,8.7
2025-08-22,Spa & Wellness,7768.2,,8.8
2025-08-22,Restaurant,3235.86,,9.1
2025-08-22,Tours & Activities,4480.15,,9.1
2025-08-22,Events & Weddings,33727.51,,9.2
2025-08-23,Hotel Rooms,10169.61,32,9.5
2025-08-23,Spa & Wellness,3015.67,,9.3
2025-08-23,Restaurant,5864.1,,8.3
2025-08-23,Tours & Activities,5820.71,,8.8
2025-08-23,Events & Weddings,0.0,,
2025-08-24,Hotel Rooms,16184.67,51,8.9
2025-08-24,Spa & Wellness,2788.09,,8.7
2025-08-24,Restaurant,8854.3,,9.0
2025-08-24,Tours & Activities,5893.46,,8.4
2025-08-24,Events & Weddings,34655.5,,9.2
2025-08-25,Hotel Rooms,14283.51,45,9.5
2025-08-25,Spa & Wellness,5993.83,,9.0
2025-08-25,Restaurant,3574.93,,8.2
2025-08-25,Tours & Activities,4101.51,,9.0
2025-08-25,Events & Weddings,0.0,,
2025-08-26,Hotel Rooms,21355.39,67,9.5
2025-08-26,Spa & Wellness,4382.5,,8.8
2025-08-26,Restaurant,7667.64,,8.9
2025-08-26,Tours & Activities,1953.5,,8.5
2025-08-26,Events & Weddings,0.0,,
2025-08-27,Hotel Rooms,10668.6,33,9.3
2025-08-27,Spa & Wellness,8289.55,,9.4
2025-08-27,Restaurant,9910.46,,9.6
2025-08-27,Tours & Activities,3434.04,,9.0
2025-08-27,Events & Weddings,0.0,,
2025-08-28,Hotel Rooms,9101.12,28,9.2
2025-08-28,Spa & Wellness,5484.06,,8.7
2025-08-28,Restaurant,3613.92,,9.1
2025-08-28,Tours & Activities,1653.22,,9.1
2025-08-28,Events & Weddings,0.0,,
2025-08-29,Hotel Rooms,18578.72,58,9.1
2025-08-29,Spa & Wellness,4825.16,,9.0
2025-08-29,Restaurant,8305.16,,8.7
2025-08-29,Tours & Activities,3209.04,,8.8
2025-08-29,Events & Weddings,0.0,,
2025-08-30,Hotel Rooms,13482.4,42,9.2
2025-08-30,Spa & Wellness,6008.1,,9.4
2025-08-30,Restaurant,4320.71,,9.2
2025-08-30,Tours & Activities,6475.81,,8.8
2025-08-30,Events & Weddings,0.0,,
2025-08-31,Hotel Rooms,17649.01,55,8.4
2025-08-31,Spa & Wellness,6401.93,,9.4
2025-08-31,Restaurant,9333.73,,8.4
2025-08-31,Tours & Activities,3815.39,,8.6
2025-08-31,Events & Weddings,0.0,,
